UserID;Location;Age
16386;lincoln, nebraska, usa;29
16388;chesapeake, virginia, usa;54
16389;wheaton, maryland, usa;27
16390;alexandria, virginia, usa;51
16394;pontarr¾«áñe guriezo, cantabria, spain;21
16398;varde, hamburg, denmark;57
16399;mansfield, victoria, australia;44
16400;cedar park, texas, usa;49
16402;hastings, nebraska, usa;52
16404;port macquarie, new south wales, australia;59
16405;atherton, california, usa;57
16406;surrey, british columbia, canada;42
16407;iowa city, iowa, usa;19
16409;wichita, kansas, usa;7
16411;portland, oregon, usa;32
16412;austin, texas, usa;37
16416;austin, texas, usa;41
16418;austin, texas, usa;37
16420;boulder, colorado, usa;15
16421;belmont, massachusetts, usa;50
16422;austin, texas, usa;58
16426;austin, texas, usa;38
16427;norwich, england, united kingdom;31
16429;fort worth, texas, usa;29
16431;austin, texas, usa;40
16433;nepean, ontario, canada;35
16434;sydney, new south wales, australia;30
16435;sydney, new south wales, australia;29
16437;hannover, niedersachsen, germany;33
16438;sydney, new south wales, australia;52
16441;linz, upper-austria, austria;19
16442;madrid, n/a, spain;39
16443;brescia, lombardia, italy;29
16444;perth, western australia, australia;55
16445;augusta, georgia, usa;22
16446;igls, tirol, austria;33
16447;cedar park, texas, usa;35
16448;syracuse, indiana, usa;46
16450;ravenna, emilia romagna, italy;29
16451;victoria, british columbia, canada;18
16456;south shore, kentucky, usa;19
16457;blairsville, georgia, usa;79
16458;fishkill, new york, usa;39
16460;west palm beach, florida, usa;49
16461;lower sackville, nova scotia, canada;35
16462;longview, washington, usa;61
16463;alexandria, virginia, usa;41
16465;aventura, ,;67
16467;swan hills, alberta, canada;54
16469;cross river, newfoundland, usa;61
16471;bedford, new hampshire, usa;54
16473;fairfield, california, usa;37
16475;iowa city, iowa, usa;70
16476;southaven, mississippi, usa;38
16477;rochester, new york, usa;26
16478;oviedo, florida, usa;45
16479;henderson, nevada, usa;38
16480;grove city, ohio, usa;34
16483;charleston, south carolina, usa;19
16484;prince rupert, british columbia, canada;42
16485;palma de mallorca, islas baleares, spain;26
16487;oak harbor, washington, usa;57
16488;milwaukee, wisconsin, usa;36
16489;nuernberg, bayern, germany;50
16490;chandler, arizona, usa;76
16491;gardena, california, usa;55
16492;east hartford, connecticut, usa;43
16496;chicago, illinois, usa;20
16498;griffith, indiana, usa;34
16500;paris, paris, france;36
16501;aztec, new mexico, usa;42
16502;laval, quebec, canada;57
16503;san francisco, cordoba, argentina;45
16504;kuching, sarawak, malaysia;28
16505;vigo, pontevedra, spain;17
16506;ft lewis, washington, usa;23
16507;lancaster, pennsylvania, usa;23
16508;oswego, illinois, usa;31
16509;detroit, michigan, usa;29
16510;louisville, kentucky, usa;28
16515;gaithersburg, maryland, usa;28
16516;colorado springs, colorado, usa;52
16517;magalia, california, usa;32
16518;beijing, beijing, china;28
16521;dallas, texas, usa;32
16522;ottawa, ontario, canada;26
16523;branford, connecticut, usa;49
16524;coquitlam, british columbia, canada;33
16526;niagara falls, ontario, canada;30
16529;memphis, tennessee, usa;44
16530;chicago, illinois, usa;29
16531;singapore, n/a, singapore;22
16532;hollywood, florida, usa;44
16534;westerly, rhode island, usa;38
16542;nashville, tennessee, usa;18
16544;hamilton, ontario, canada;22
16546;akron, ohio, usa;35
16547;wayne, michigan, usa;58
16548;palmsprings, florida, usa;43
16549;westminster, maryland, usa;32
16553;placentia, california, usa;27
16554;winnipeg, ,;35
16555;scottsbluff, nebraska, usa;32
16556;peoria heights, illinois, usa;39
16557;st. louis, missouri, usa;41
16558;west bend, wisconsin, usa;45
16559;ottawa, ontario, canada;26
16560;tampere, scotland, finland;17
16562;edmonton,, alberta, canada;58
16563;addison, texas, usa;54
16564;barcelona, catalunya, spain;24
16565;tulsa, oklahoma, usa;24
16566;augsburg, bayern, germany;19
16567;caloundra, queensland, australia;21
16568;st-petersburg, n/a, russia;21
16569;thornhill, ontario, canada;35
16570;newport, washington, usa;41
16571;sydney, new south wales, australia;31
16572;giurgiu, n/a, romania;25
16575;plainfield, illinois, usa;18
16577;plovdiv, utah, bulgaria;17
16580;london, ontario, canada;21
16581;humble, texas, usa;62
16582;porto, n/a, portugal;31
16584;bilbao, bizkaia, spain;23
16585;prince george, british columbia, canada;26
16586;yellowknife, northwest territories, canada;24
16587;christchurch, canterbury, new zealand;33
16588;niteroi, rio de janeiro, brazil;35
16590;barcelona, n/a, spain;27
16591;st. catharines, ontario, canada;27
16592;ic, iowa, usa;22
16594;hagen, nordrhein-westfalen, germany;28
16595;saarbrcken, saarland, germany;42
16596;auckland, auckland city, new zealand;30
16598;paris, n/a, france;19
16599;roselle, illinois, usa;33
16600;hickory hills, illinois, usa;15
16601;brewster, new york, usa;40
16602;barstow, california, usa;46
16603;inverness, florida, usa;49
16604;gastonia, north carolina, usa;46
16607;rome, lazio, italy;35
16610;brighton, east sussex, united kingdom;47
16613;thunder bay, ontario, canada;33
16614;willenhall, west midlands, united kingdom;29
16620;adelaide, south australia, australia;42
16621;dortmund, nordrhein-westfalen, germany;20
16623;mesa, arizona, usa;39
16624;lisboa, ,;21
16626;pero, lombardia, italy;17
16627;calgary, alberta, canada;38
16628;laurel, maryland, usa;23
16630;rock hill, south carolina, usa;69
16632;concordia, entre rý»│, argentina;42
16634;little rock, arkansas, usa;42
16638;london, n/a, united kingdom;30
16639;elk mound, wisconsin, usa;44
16640;edmonton, alberta, canada;41
16641;karaj, tehran, iran;14
16644;indianapolis, indiana, usa;24
16646;edinburgh, scotland, united kingdom;26
16647;lansing, michigan, usa;29
16649;pembroke pines, florida, usa;17
16651;orlando, florida, usa;25
16654;mß¼íga, andalucia, spain;35
16655;stuttgart, baden-wuerttemberg, germany;23
16658;gadsden, alabama, usa;38
16659;san diego, california, usa;52
16663;london, england, united kingdom;36
16664;west paterson, new jersey, usa;70
16665;new brighton, pennsylvania, usa;55
16667;vic, n/a, spain;28
16669;wiltshire, england, england, united kingdom;56
16670;subang jaya,, selangor d.e., malaysia;60
16671;binasco, lombardia, italy;42
16672;zlin, n, czech republic;21
16673;cadiz, cadiz, spain;30
16674;sÒ»ápaulo, sÒ»ápaulo, brazil;22
16675;madrid, n/a, spain;42
16676;petaling jaya, selangor, malaysia;19
16677;m¾▓í¼ tarragona, spain;26
16678;viella, asturias, spain;32
16679;oviedo, asturias, spain;27
16680;wiesbaden, hessen, germany;26
16681;paranaque, metro manila, n/a, philippines;48
16682;seattle, washington, usa;42
16684;sao paulo, sao paulo, brazil;59
16685;bologna, emilia romagna, italy;28
16686;olesa de montserrat, barcelona, spain;19
16688;huesca, huesca, spain;28
16689;san diego, california, usa;38
16690;northlake, illinois, usa;47
16691;berck sur mer, bayern, france;37
16692;austin, texas, usa;24
16694;london, uk, united kingdom;68
16695;o`fallon, missouri, usa;42
16696;st-irenee, quebec, canada;63
16697;staffs, england, united kingdom;28
16699;kent, washington,;26
16700;new york, new york, usa;28
16701;lisboa, lisboa, portugal;30
16702;hawkinge, england, united kingdom;52
16704;olesa de montserrat, catalunya, spain;38
16705;lisbon, lisbon, portugal;31
16706;florianopolis, santa catarina, brazil;18
16708;gorokan, new south wales, australia;34
16710;manila, manila, philippines;20
16711;athens, alabama, usa;40
16714;concord, north carolina, usa;29
16715;san francisco, california, usa;23
16716;seoul, n/a, south korea;20
16717;clive, iowa, usa;34
16718;houston, texas, usa;29
16720;baltimore, maryland, usa;33
16726;aberystwyth, wales, united kingdom;28
16728;ennis, clare, ireland;47
16729;brooklyn, new york, usa;15
16730;halfmoon bay, british columbia, canada;71
16731;belleville, new jersey, usa;21
16732;garches, n/a, france;44
16733;gorham, maine, usa;57
16734;lyons, michigan, usa;30
16735;chico, california, usa;48
16736;penzberg, bayern, germany;35
16737;sanford, florida, usa;46
16741;aberdeen, scotland, united kingdom;19
16743;auckland, n/a, new zealand;14
16744;scarborough, maine, usa;33
16747;louisville, kentucky, usa;39
16749;payson, arizona, usa;64
16751;oxnard, california, usa;36
16755;streetman, texas, usa;58
16759;allen park, michigan, usa;34
16761;huntington beach, california, usa;25
16762;estes park, colorado, usa;66
16765;natal, rio grande do norte, brazil;74
16767;houston, texas, usa;42
16769;columbia, south carolina, usa;53
16770;san francisco, california, usa;57
16772;carthage, new york, usa;20
16775;winter springs, florida, usa;55
16776;cranfills gap, texas, usa;54
16777;hummelstown, pennsylvania, usa;30
16779;honolulu, hawaii, usa;66
16780;fredericton, new brunswick, canada;46
16782;columbus, ohio, usa;53
16783;lebanon, new jersey, usa;14
16785;tacoma, washington, usa;19
16787;mountain view, california, usa;60
16790;cambridge, ontario, canada;15
16795;mechanicsville, maryland, usa;47
16796;kittery, maine, usa;79
16797;elmhurst, illinois, usa;64
16799;enterprise, alabama, usa;21
16801;boston, massachusetts, usa;32
16802;hayling island, hampshire, england;62
16804;warren, michigan, usa;41
16805;elk grove, california, usa;47
16807;mumbai, maharashtra, india;36
16808;high wycombe, england, united kingdom;45
16809;monroe twp., new jersey, usa;67
16810;stockholm, n/a, sweden;23
16811;montgomery, minnesota, usa;61
16812;invercargill, southland, new zealand;66
16814;bloomington, indiana, usa;67
16816;pinecrest, florida, usa;48
16817;oakville, ontario, canada;20
16819;melbourne, victoria, australia;22
16821;sacramento, california, usa;56
16822;perth, western australia, australia;21
16824;kirchberg, rheinland-pfalz, germany;46
16826;tel aviv, tel aviv, israel;49
16828;barcelona, barcelona, spain;50
16829;bucharest, alaska, romania;18
16830;timisoara, friuli venezia giulia, romania;17
16831;warren, new jersey, usa;55
16834;lima, lima, peru;37
16835;bronx, new york, usa;28
16836;ann arbor, michigan, usa;36
16837;plantation, florida, usa;35
16838;toronto, ontario, canada;19
16839;madrid, madrid, spain;23
16840;harper woods, michigan, usa;30
16841;minneapolis, ,;30
16847;minonk, illinois, usa;23
16848;sydney, new south wales, australia;36
16850;vancouver, british columbia, canada;37
16851;tel aviv, n/a, israel;53
16853;carpinteria, california, usa;58
16855;visby, n/a, sweden;21
16856;sydney, new south wales, australia;29
16857;malden, gelderland, netherlands;24
16858;merriam, kansas, usa;29
16859;waitakere city, n/a, new zealand;44
16860;leicester, leicestershire, united kingdom;43
16862;argenta, emilia romagna, italy;32
16865;newburgh, indiana, usa;34
16867;m´┐¢´┐¢lden-walldorf, hessen, germany;25
16868;omaha, nebraska, usa;17
16869;st. petersburg, florida, usa;26
16871;leroy, new york, usa;26
16872;browns plains, queensland, australia;45
16873;riverdale, maryland, usa;37
16875;little rock, arkansas, usa;61
16877;houston, arkansas, usa;37
16878;pincara, veneto, italy;26
16880;grand bend, ontario, canada;60
16882;lleida, lleida, catalunya, spain;16
16884;stuhr, niedersachsen, germany;20
16885;ma`alot, galilee, israel;43
16896;gandhinagar, gujarat, india;36
16897;woking, surrey, united kingdom;28
16899;katonah, new york, usa;13
16900;chaiten, palena, chile;47
16902;legnano, lombardia, italy;20
16903;santa clara, california, usa;28
16904;sharjah, n/a, india;14
16905;guangzhou, guangdong, china;23
16908;chicago, illinois, usa;55
16911;burlington, vermont, usa;52
16912;islamabad, alberta, pakistan;29
16913;columbus, ohio, usa;20
16914;alberobello, puglia, italy;24
16916;hackettstown, new jersey, usa;53
16919;fort erie, ontario, canada;23
16920;wilmette, illinois, usa;56
16921;barcelona, barcelona, spain;31
16922;singapore, alabama, singapore;26
16923;salop, england, united kingdom;16
16924;upper darby, pennsylvania, usa;21
16928;green valley, california, usa;36
16929;kuala lumpur, kuala lumpur, malaysia;20
16930;larkana, sindh, pakistan;18
16931;merrimack, new hampshire, usa;62
16933;bangalore, karnataka, india;34
16936;philadelphia, pennsylvania, usa;12
16937;sabac, umbria, yugoslavia;25
16939;50823 k´┐¢´┐¢ nordrhein-westfalen, germany;46
16942;cannes, provence alpes cote d`azur, france;20
16944;adelaide, south australia, australia;44
16948;azusa, california, usa;19
16949;cadillac, michigan, usa;49
16950;san clemente, california, usa;32
16951;fawkner, victoria, australia;24
16952;st albans, england, united kingdom;47
16954;utica, new york, usa;38
16956;dfffgdf, victoria, austria;19
16957;henagar, alabama, usa;24
16961;kearny, new jersey, usa;44
16963;portishead, england, united kingdom;45
16964;preston, lancashire, united kingdom;40
16965;alton, illinois, usa;45
16966;waterloo, ontario, canada;41
16967;nottingham, england, united kingdom;36
16968;delphos, ohio, usa;21
16970;bethlehem, pennsylvania, usa;20
16972;denver, colorado, usa;26
16973;seattle, washington, usa;45
16974;alpharetta, georgia, usa;38
16976;ingleburn, new south wales, australia;16
16978;houston, texas, usa;49
16980;manchester, england, united kingdom;37
16981;nuremberg, bayern, germany;37
16983;madison, alabama, usa;17
16984;south boston, massachusetts, usa;55
16985;olympia, washington, usa;36
16986;baton rouge, louisiana, usa;23
16987;berkeley, california, usa;53
16989;dijon, bourgogne, france;35
16992;bonn, nordrhein-westfalen, germany;35
16993;clifton, new jersey, usa;46
16994;fairbanks, alaska,;31
16995;lewiston, maine, usa;41
16996;stratford, iowa, usa;23
16998;albert lea, minnesota, usa;28
16999;alexandria, virginia, usa;48
17000;preston, england, united kingdom;30
17002;chesapeake, virginia, usa;65
17005;columbus, ohio, usa;45
17007;pickering, ontario, canada;18
17008;kitchener, ontario, canada;28
17009;east lansing, michigan, usa;28
17010;hoboken, new jersey, usa;39
17013;christchurch, delaware, new zealand;25
17014;calgary, alberta, canada;64
17015;stanmore, new south wales, australia;41
17020;london, hamburg, united kingdom;38
17022;regensburg, bayern, germany;41
17023;santa clarita, california, usa;49
17025;lisboa, n/a, portugal;22
17026;allen park, michigan, usa;25
17027;woodland, pennsylvania, usa;10
17028;vandalia, missouri, usa;41
17030;cardinal, ontario, canada;61
17034;nottingham, nottinghamshire, united kingdom;16
17035;la louviÞ▓Ñ, hainaut, belgium;25
17036;st louis, missouri, usa;31
17041;minneapolis, minnesota, usa;82
17042;romford, england, united kingdom;34
17045;holbµ½¼ sjµ¼¼and, denmark;25
17046;lincon, nebraska, usa;35
17047;ciputat, tangerang, indonesia;17
17048;alicante, alicante, spain;28
17049;stouffville, ontario, canada;32
17050;bucyrus, ohio, usa;26
17053;vancouver, british columbia, canada;43
17054;boulogne billancourt, haut de seine, france;26
17055;milano, lombardia, italy;31
17056;lebach, saarland, germany;32
17058;san antonio, texas, usa;35
17059;strasbourg, baden-wuerttemberg, france;44
17060;mainz, rheinland-pfalz, germany;35
17061;mÚ©®co, mÚ©®co, mexico;33
17062;mÚ©®co, mÚ©®co, mexico;33
17063;magdeburg, sachsen-anhalt, germany;42
17064;s roxana, illinois, usa;27
17065;amstelveen, noord holland, netherlands;42
17066;waterville, nova scotia, canada;61
17067;roma, lazio, italy;39
17068;williamstown, victoria, australia;50
17070;muri, aargau, switzerland;19
17071;´┐¢´┐¢ro, nõ▓½e, sweden;58
17072;dormagen, nordrhein-westfalen, germany;35
17073;hazelton, north dakota, usa;29
17075;athens, attiki, greece;34
17078;howell, new jersey, usa;14
17079;cheltenham, gloucestershire, united kingdom;40
17081;singapore, singapore, singapore;51
17082;brookings, south dakota, usa;27
17083;smithfield, rhode island, usa;26
17084;washougal, washington, usa;16
17085;mumbai, maha, india;32
17087;potsdam, brandenburg, germany;28
17088;moscow, moscow reach, russia;32
17089;st. paul, minnesota, usa;39
17090;oakland, california, usa;52
17091;boulder, colorado, usa;22
17093;hunters hill, new south wales, australia;63
17094;paris, ile de france, france;36
17095;aschaffenburg, bayern, germany;41
17096;marin, california, usa;104
17097;alicante, alicante, spain;44
17098;tbingen, baden-wuerttemberg, germany;46
17099;paris, paris, france;37
17102;k´┐¢´┐¢ nordrhein-westfalen, germany;33
17103;dsseldorf, nordrhein-westfalen, germany;35
17105;irun, euskal herria,;68
17106;toronto, ontario, canada;58
17107;memphis, tennessee, usa;37
17109;ventura, california, usa;26
17110;needham, massachusetts, usa;48
17112;munich, bayern, germany;104
17113;toledo, ohio, usa;26
17115;tuban, brandenburg, indonesia;19
17118;hamburg, hamburg, germany;30
17119;madrid, madrid, spain;28
17120;oviedo, aturias, spain;30
17121;tarragona, tarragona, spain;51
17124;vancouver, washington, usa;23
17125;lewisville, north carolina, usa;23
17127;castelfranco veneto, veneto, italy;16
17128;fairbanks, alaska, usa;40
17129;midland, texas, usa;47
17131;chennai, tamilnadu, india;26
17132;quezon city, metro manila, philippines;21
17135;bilbao, bizkaia, spain;22
17136;hyderabad, sind, pakistan;29
17137;somerville, massachusetts, usa;26
17138;schutterwald, baden-wuerttemberg, germany;52
17139;istanbul, wisconsin, turkey;28
17140;cebu city, cebu province philippines,;26
17141;mÚ©®co, d.f, mexico;18
17142;fredericksburg, texas, usa;15
17144;mumbai, maharashtra, india;26
17146;canberra, australian capital territory, australia;24
17147;san francisco, california, usa;22
17148;goiÔ«®a, goiß│¼ brazil;25
17154;nahariya, western galilei, israel;42
17155;hamilton, ontario, canada;18
17156;n cape may, new jersey, usa;47
17157;eweee, illinois, philippines;17
17158;chandler, arizona, usa;16
17159;kewaskum, wisconsin, usa;44
17161;london, london, united kingdom;26
17163;ourense, galicia, spain;20
17166;guanzate, lombardia, italy;37
17167;richmond, british columbia, canada;30
17170;columbus, ohio, usa;43
17171;istanbul, n/a, turkey;29
17172;m¾│┤»les, madrid, spain;28
17173;sydney, new south wales, australia;38
17174;york, north yorkshire, united kingdom;26
17175;oviedo, asturias, spain;13
17176;clarksville, tennessee, usa;41
17177;chapel hill, north carolina, usa;67
17180;san francisco, california, usa;28
17181;del mar, california, usa;36
17182;sant cugat del valles, catalu±í¼áspain;39
17183;zaragoza, zaragoza, spain;23
17184;davao city, davao del norte, philippines;23
17186;a coru±í¼ágalicia, spain;31
17187;valencia, valencia, spain;31
17189;chiswick, london, england, united kingdom;24
17190;woodstock, georgia, usa;31
17191;lemont, illinois, usa;45
17192;high point, north carolina, usa;41
17193;mobile, alabama, usa;8
17195;regina, saskatchewan, canada;33
17196;grand rapids, michigan, usa;14
17197;desoto, texas, usa;27
17200;canby, oregon, usa;37
17201;las cruces, new mexico, usa;42
17202;jerusalem, england, israel;24
17203;jacksonville, florida, usa;32
17205;calgary, alberta, canada;22
17206;bremen, bremen, germany;18
17207;tres cantos, madrid, spain;39
17208;sÒ»ápaulo, sÒ»ápaulo, brazil;20
17209;vinaroz, south carolina, spain;37
17211;makkah, makkah, ksa;31
17213;henderson, tennessee, usa;24
17217;alexandria, aly, egypt;31
17219;brisbane, queensland, australia;20
17221;k´┐¢´┐¢ nordrhein-westfalen, germany;24
17222;escondido, california, usa;43
17223;salem, massachusetts, usa;59
17225;taksim, istanbul, turkey;34
17229;boston, massachusetts, usa;29
17231;ottawa, ontario, canada;73
17233;fuquay-varina, north carolina, usa;54
17234;ahtens, n/a, greece;18
17235;milwaukee, wisconsin, usa;24
17236;madrid, madrid, spain;27
17237;new york, new york, usa;42
17238;san josÚ¼ásan josÚ¼ácosta rica;42
17240;las palmas de gran canaria, canarias, spain;27
17241;harrisburg, pennsylvania, usa;68
17242;barcelona, n/a, spain;22
17243;kiel, schleswig-holstein, germany;17
17244;stratford, london, england, united kingdom;30
17245;glasgow, kentucky, usa;38
17246;guilin, dc, china;21
17247;bucuresti, n/a,;23
17248;vero beach, florida, usa;18
17249;to, ontario, canada;20
17252;moscow, n/a, russia;23
17253;rome, lazio, italy;23
17254;manresa, barcelona, spain;24
17256;bilbao, vizcaya, spain;19
17258;lueneburg, niedersachsen, germany;23
17259;istanbul, marmara, turkey;46
17260;istanbul, n/a, turkey;32
17264;stuttgart, baden-wuerttemberg, germany;34
17269;sÒ»ápaulo, n/a, brazil;27
17270;brooklyn, new york, usa;39
17272;pittsburgh, pennsylvania, usa;23
17273;sg. siput, perak, malaysia;20
17274;london, london, united kingdom;38
17277;douglas, arizona, usa;45
17278;cottonwood, arizona, usa;67
17279;phoenix, arizona, usa;42
17280;angra do hero´┐¢o, aþ»▓es, portugal;18
17282;irwin, pennsylvania, usa;38
17283;london, london, united kingdom;57
17284;barcelona, catalunya, spain;16
17285;sydney, new south wales, australia;13
17286;los realejos, yukon territory, spain;22
17287;torremolinos, mß¼íga, spain;26
17288;seattle, washington, usa;64
17293;busto arsizio, lombardia, italy;32
17294;santiago, n/a, chile;24
17295;huelva, andalucia, spain;46
17297;santiago de compostela, galicia, spain;36
17300;sÒ»ápaulo, sÒ»ápaulo, brazil;26
17302;karachi, karachi, pakistan;57
17303;ripoll, wales, spain;43
17304;ripoll, abruzzo, spain;43
17305;candamo, , spain;24
17306;barcelona, barcelona, spain;28
17307;seattle, washington, usa;36
17308;alajuela, san carlos, costa rica;32
17309;coimbra, n/a, portugal;24
17310;southern pines, north carolina, usa;28
17311;valladolid, castilla-leon, spain;25
17312;capital federal, buenos aires, argentina;29
17313;c¾▓ñ»ba, n/a, spain;24
17314;utrecht, utrecht, netherlands;45
17316;melbourne, victoria, australia;17
17319;varese, lombardia, italy;30
17322;certaldo, toscana, italy;51
17324;chandler, arizona, usa;39
17326;dortmund, nrw, germany;64
17327;scottsdale, arizona, usa;17
17329;dushanbe, dc, tajikistan;20
17330;lille, nord, france;34
17332;phoenix, arizona, usa;33
17333;yuma, arizona, usa;61
17335;topeka, kansas, usa;20
17336;tehran, n/a, iran;21
17338;geneva, n/a, switzerland;28
17342;socastee, south carolina, usa;16
17343;winfield, alabama, usa;32
17344;baku, caucasus, azerbaijan;23
17345;¾ñ┐¼ england, poland;19
17346;melton mowbray, england, united kingdom;40
17347;washington, dc, usa;15
17348;lisbon, n/a, portugal;33
17351;phoenix, arizona, usa;38
17352;peoria, arizona, usa;22
17357;flagstaff, arizona, usa;25
17358;scottsdale, arizona, usa;46
17359;tucson, arizona, usa;43
17360;lausanne, vaud, switzerland;20
17361;putrajaya, w.p. putrajaya, malaysia;17
17363;adelaide, south australia, australia;22
17364;perth, western australia, australia;27
17365;brisbane, queensland, australia;18
17366;london, east london, united kingdom;30
17367;lanark, ontario, canada;47
17368;ovid, michigan, usa;61
17369;perth, western australia, australia;22
17370;lille, nord pas de calais, france;19
17372;guardamar del segura, espa±í¼áspain;47
17373;roma, lazio, italy;28
17376;green valley, arizona, usa;90
17378;tehran, n/a, iran;37
17382;karachi,sindh,pakistan, sindh, pakistan;21
17383;riyadh, riyadh,;53
17384;beseri, perlis, malaysia;25
17386;mcneal, arizona, usa;44
17389;tucson, arizona, usa;41
17392;pamplona, navarra, spain;16
17393;pontevedra, pontevedra, spain;25
17394;apache junction, arizona, usa;49
17396;mesa, arizona, usa;51
17398;prince george, british columbia, canada;27
17400;county durham, durham, united kingdom;17
17404;sierra vista, ,;70
17413;norfolk, virginia, usa;19
17414;sydney, new south wales, australia;14
17415;kitchener, ontario, canada;18
17416;syracuse, new york, usa;18
17420;sun lakes, arizona, usa;62
17421;lawrenceville, georgia, usa;17
17422;gallon jug, orange walk, belize;51
17423;perth, western australia, australia;20
17424;halifax, nova scotia, canada;33
17427;san jose, california, usa;32
17428;madrid, madrid, spain;27
17429;east richmond melbourne, victoria, australia;22
17430;regina, saskatchewan, canada;18
17431;segovia, castilla y leon, spain;20
17433;york, pennsylvania, usa;36
17435;goodyear, arizona, usa;30
17436;phoenix, arizona, usa;49
17437;murcia, murcia, spain;64
17441;tuzla, n/a, bosnia and herzegovina;24
17444;christchurch, canterbury, new zealand;26
17445;iasi, romania, romania;29
17446;whittier, california, usa;20
17448;tucson, arizona, usa;43
17450;montreal, quebec, canada;27
17452;singapore, n/a, singapore;46
17454;chandler, arizona, usa;29
17455;brooklyn, new york, usa;38
17456;auburn, washington, usa;32
17457;tucson, arizona, usa;43
17459;a dream folding in on itself,and ever expanding, michigan, usa;25
17461;summerville, south carolina, usa;37
17464;farmington, new mexico, usa;64
17465;melbourne, victoria, australia;17
17467;dunedin, otago, new zealand;21
17469;mexico d.f., distrito federal, mexico;47
17471;goodyear, arizona, usa;42
17473;madrid, madrid, spain;24
17474;barcelona, catalunya, spain;56
17475;kirkland, arizona, usa;51
17476;lausanne, vaud, switzerland;31
17478;alcoy, alicante, spain;19
17482;terrassa, barcelona, spain;31
17483;adelaide, south australia, australia;14
17485;denver, colorado, usa;47
17487;circle pines, minnesota, usa;61
17488;lahore, punjab, pakistan;22
17490;lisboa, lisboa, portugal;20
17491;nasser city, cairo, egypt;17
17492;rome, lazio, italy;18
17493;london, england, united kingdom;34
17494;montreal, quebec, canada;32
17496;romford, england, united kingdom;19
17497;bennington, vermont, usa;19
17498;green bay, wisconsin, usa;19
17500;deadwood, oregon, usa;43
17502;vancouver, british columbia, canada;44
17503;rawalpindi, punjab, pakistan;25
17507;dublin, dublin, ireland;37
17508;santa rosa, california, usa;32
17509;toronto, ontario, canada;22
17510;santa rosa, california, usa;23
17513;minneapolis, minnesota, usa;33
17515;paradise valley, arizona, usa;35
17516;tempe, arizona, usa;46
17518;cairo, n/a, egypt;29
17519;melbourne, victoria, australia;32
17520;canberra, australian capital territory, australia;24
17522;melbourne, victoria, australia;15
17523;dothan, alabama, usa;23
17524;ostia, rome, italy;21
17526;milano, lombardia, italy;53
17528;singapore, n/a, singapore;22
17532;bathurst, new brunswick, canada;24
17534;paris, n/a, france;37
17536;sharon, kansas, usa;33
17539;groningen, groningen, netherlands;26
17540;mainz, rheinland-pfalz, germany;37
17541;crosslake, minnesota, usa;13
17543;lugo, galicia, spain;18
17545;sun lakes, arizona, usa;59
17546;melrose, wisconsin, usa;49
17550;valentine, newcastle, new south wales, australia;24
17551;denver, dc, usa;34
17552;st. john`s, newfoundland, canada;18
17556;warren, vermont, usa;71
17557;london, england, united kingdom;33
17558;benton, kentucky, usa;46
17559;saskatoon, saskatchewan, canada;45
17560;melzo, lombardia, italy;28
17561;vancouver, british columbia, canada;19
17562;el cajon, california, usa;31
17564;indianapolis, indiana, usa;18
17567;uppsala, uppland, sweden;25
17569;crestview, florida, usa;30
17570;perth, scotland, united kingdom;34
17571;doylestown, pennsylvania, usa;58
17573;conway, arkansas, usa;21
17574;essen, nordrhein-westfalen, germany;23
17577;menlo park, california, usa;45
17578;frankfurt, hessen, germany;37
17580;mainaschaff, bayern, germany;28
17581;opatija, california, croatia;31
17582;melbourne, victoria, australia;53
17584;lodz, woj. lodz, poland;22
17586;lancaster, england, united kingdom;48
17589;westminster, maryland, usa;46
17590;usa, california, usa;16
17591;ballwin, missouri, usa;28
17592;grand rapids, michigan, usa;54
17594;ottawa, ontario, canada;16
17596;brighton & hove, england, united kingdom;31
17597;yuciapa, california, usa;15
17598;yucaipa, california, usa;15
17599;regina, saskatchewan, canada;24
17600;mannheim, baden-wuerttemberg, germany;21
17601;bensheim, hessen, germany;53
17606;birmingham, alabama, usa;42
17607;follonica, toscana, italy;20
17608;louisville, kentucky, usa;45
17611;akron, ohio, usa;46
17612;brampton, ontario, canada;49
17613;cincinnati, ohio, usa;44
17614;sugar land, texas, usa;49
17615;hot springs, arkansas, usa;49
17617;savannah, georgia, usa;29
17618;hirschaid, bayern, germany;24
17619;new york, new york, usa;14
17620;columbia, maryland, usa;16
17629;santiago, regi¾«á¡etropolitana, chile;27
17630;sydney, new south wales, australia;18
17633;beachwood, ohio, usa;42
17634;toronto, ontario, canada;28
17635;portland, oregon, usa;16
17636;liverpool, england, united kingdom;32
17637;szczecin, zachodniopomorskie, poland;17
17638;montague, prince edward island, canada;31
17642;la ronge, saskatchewan, canada;48
17644;hillsborough, new jersey, usa;26
17646;figino, n/a, switzerland;40
17647;philadelphia, pennsylvania, usa;49
17650;athens, n/a, greece;26
17653;new hill, north carolina, usa;55
17654;udine, friuli venezia giulia, italy;45
17655;englewood, new jersey, usa;32
17656;charleston, west virginia, usa;67
17657;sÒ»ápaulo, sÒ»ápaulo, brazil;20
17661;new york, new york, usa;25
17663;surrey, west byfleet, united kingdom;51
17665;po, toscana, italy;40
17666;bologna, emilia romagna, italy;34
17667;iowa city, iowa, usa;33
17668;southend, england, united kingdom;30
17670;serpa, n/a, portugal;28
17671;springfield, missouri, usa;35
